Subject	Sex	Group	Age	Date	Day	Session	Phase	Condition	left_cup	trial_number	food_side	chose_side	correct	Comment		Chosen_distractor	switching_mistakes				
Akela	f	young chimps	30	03-Dec-18		1	pretest		pink	20	l	L	1								
Akela	f	young chimps	30	03-Dec-18		1	pretest		pink	21	r	L	0								
Akela	f	young chimps	30	03-Dec-18		1	pretest		pink	22	r	R	1								
Akela	f	young chimps	30	03-Dec-18		1	pretest		pink	23	l	L	1								
Akela	f	young chimps	30	03-Dec-18		1	pretest		pink	24	r	L	0								
Kisa	m	young chimps	25	03-Dec-18		1	pretest		blue	1	l	R	0								
Kisa	m	young chimps	25	03-Dec-18		1	pretest		blue	2	r	R	1								
Kisa	m	young chimps	25	03-Dec-18		1	pretest		blue	3	r	R	1								
Kisa	m	young chimps	25	03-Dec-18		1	pretest		blue	4	l	R	0								
Kisa	m	young chimps	25	03-Dec-18		1	pretest		blue	5	r	R	1								
Kisa	m	young chimps	25	03-Dec-18		1	pretest		blue	6	l	R	0								
Kisa	m	young chimps	25	03-Dec-18		1	pretest		blue	7	l	R	0								
Kisa	m	young chimps	25	03-Dec-18		1	pretest		blue	8	r	L	0								
Kisa	m	young chimps	25	03-Dec-18		1	pretest		blue	9	l	L	1								
Kisa	m	young chimps	25	03-Dec-18		1	pretest		blue	10	l	R	0								
Kisa	m	young chimps	25	03-Dec-18		1	pretest		blue	11	r	L	0								
Kisa	m	young chimps	25	03-Dec-18		1	pretest		blue	12	r	R	1								
Kisa	m	young chimps	25	03-Dec-18		1	pretest		blue	13	l	R	0								
Kisa	m	young chimps	25	03-Dec-18		1	pretest		blue	14	r	L	0								
Kisa	m	young chimps	25	03-Dec-18		1	pretest		blue	15	l	R	0								
Kisa	m	young chimps	25	03-Dec-18		1	pretest		blue	16	r	R	1								
Kisa	m	young chimps	25	03-Dec-18		1	pretest		blue	17	l	R	0								
Kisa	m	young chimps	25	03-Dec-18		1	pretest		blue	18	l	R	0								
Kisa	m	young chimps	25	03-Dec-18		1	pretest		blue	19	r	R	1								
Kisa	m	young chimps	25	03-Dec-18		1	pretest		blue	20	l	R	0								
Kisa	m	young chimps	25	03-Dec-18		1	pretest		blue	21	r	L	0								
Kisa	m	young chimps	25	03-Dec-18		1	pretest		blue	22	r	R	1								
Kisa	m	young chimps	25	03-Dec-18		1	pretest		blue	23	l	L	1								
Kisa	m	young chimps	25	03-Dec-18		1	pretest		blue	24	r	R	1								
Julia	f	old chimps	18	06/11/2018		2	test	food-stick	pink	1	r	R	1								
Julia	f	old chimps	18	06/11/2018		2	test	food-stick	pink	2	r	R	1								
Julia	f	old chimps	18	06/11/2018		2	test	food-stick	pink	3	l	R	0								
Julia	f	old chimps	18	06/11/2018		2	test	food-stick	pink	4	l	R	0								
Julia	f	old chimps	18	06/11/2018		2	test	food-stick	pink	5	r	R	1								
Julia	f	old chimps	18	06/11/2018		2	test	food-stick	pink	6	l	R	0								
Julia	f	old chimps	18	06/11/2018		2	test	food-stick	pink	7	r	R	1								
Julia	f	old chimps	18	06/11/2018		2	test	food-stick	pink	8	r	R	0								
Julia	f	old chimps	18	06/11/2018		2	test	food-stick	pink	9	l	R	0								
Julia	f	old chimps	18	06/11/2018		2	test	food-stick	pink	10	r	R	1								
Julia	f	old chimps	18	06/11/2018		2	test	food-stick	pink	11	l	R	0								
Julia	f	old chimps	18	06/11/2018		2	test	food-stick	pink	12	l	R	0								
Julia	f	old chimps	18	07/11/2018		3	test	food-stick	pink	13	r	R	1								
Julia	f	old chimps	18	07/11/2018		3	test	food-stick	pink	14	l	R	0								
Julia	f	old chimps	18	07/11/2018		3	test	food-stick	pink	15	l	R	0								
Julia	f	old chimps	18	07/11/2018		3	test	food-stick	pink	16	r	R	1								
Julia	f	old chimps	18	07/11/2018		3	test	food-stick	pink	17	r	R	1								
Julia	f	old chimps	18	07/11/2018		3	test	food-stick	pink	18	l	R	0								
Julia	f	old chimps	18	07/11/2018		3	test	food-stick	pink	19	r	R	1								
Julia	f	old chimps	18	07/11/2018		3	test	food-stick	pink	20	l	L	1								
Julia	f	old chimps	18	07/11/2018		3	test	food-stick	pink	21	r	L	0								
Julia	f	old chimps	18	07/11/2018		3	test	food-stick	pink	22	l	L	1								
Julia	f	old chimps	18	07/11/2018		3	test	food-stick	pink	23	l	R	0								
Julia	f	old chimps	18	07/11/2018		3	test	food-stick	pink	24	r	R	1								
Julia	f	old chimps	18	07/11/2018		3	transfer	stick-food	pink	1	l	R	0								
Julia	f	old chimps	18	07/11/2018		3	transfer	stick-food	pink	2	l	R	0								
Julia	f	old chimps	18	07/11/2018		3	transfer	stick-food	pink	3	r	R	1								
Julia	f	old chimps	18	07/11/2018		3	transfer	stick-food	pink	4	r	L	0								
Julia	f	old chimps	18	07/11/2018		3	transfer	stick-food	pink	5	l	R	0								
Julia	f	old chimps	18	07/11/2018		3	transfer	stick-food	pink	6	r	R	1								
Julia	f	old chimps	18	07/11/2018		3	transfer	stick-food	pink	7	l	R	0								
Julia	f	old chimps	18	07/11/2018		3	transfer	stick-food	pink	8	r	R	1								
Julia	f	old chimps	18	07/11/2018		3	transfer	stick-food	pink	9	l	R	0								
Julia	f	old chimps	18	07/11/2018		3	transfer	stick-food	pink	10	l	R	0								
Julia	f	old chimps	18	07/11/2018		3	transfer	stick-food	pink	11	r	R	1								
Julia	f	old chimps	18	07/11/2018		3	transfer	stick-food	pink	12	r	R	1								
