id,age,agecat,sex,order,boxtype,trialtype,order2,trialno,side,response,correct
53,5,five,2,penfirst,pink-right,pen,1,2,R,L,1
53,5,five,2,penfirst,pink-right,pen,1,3,R,R,0
53,5,five,2,penfirst,pink-right,pen,1,4,L,L,0
53,5,five,2,penfirst,pink-right,pen,1,5,R,L,1
53,5,five,2,penfirst,pink-right,pen,1,6,L,R,1
53,5,five,2,penfirst,pink-right,pen,1,7,L,R,1
53,5,five,2,penfirst,pink-right,pen,1,8,R,L,1
53,5,five,2,penfirst,pink-right,sticker,2,1,R,R,1
53,5,five,2,penfirst,pink-right,sticker,2,2,L,L,1
53,5,five,2,penfirst,pink-right,sticker,2,3,L,L,1
53,5,five,2,penfirst,pink-right,sticker,2,4,R,R,1
53,5,five,2,penfirst,pink-right,sticker,2,5,R,R,1
53,5,five,2,penfirst,pink-right,sticker,2,6,L,L,1
53,5,five,2,penfirst,pink-right,sticker,2,7,R,R,1
53,5,five,2,penfirst,pink-right,sticker,2,8,L,L,1
54,3,three,1,stickerfirst,blue-right,pen,2,1,R,L,1
54,3,three,1,stickerfirst,blue-right,pen,2,2,L,L,0
54,3,three,1,stickerfirst,blue-right,pen,2,3,L,R,1
54,3,three,1,stickerfirst,blue-right,pen,2,4,R,L,1
54,3,three,1,stickerfirst,blue-right,pen,2,5,R,L,1
54,3,three,1,stickerfirst,blue-right,pen,2,6,L,R,1
54,3,three,1,stickerfirst,blue-right,pen,2,7,R,R,0
54,3,three,1,stickerfirst,blue-right,pen,2,8,L,L,0
54,3,three,1,stickerfirst,blue-right,sticker,1,1,L,L,1
54,3,three,1,stickerfirst,blue-right,sticker,1,2,R,L,0
54,3,three,1,stickerfirst,blue-right,sticker,1,3,R,R,1
54,3,three,1,stickerfirst,blue-right,sticker,1,4,L,L,1
54,3,three,1,stickerfirst,blue-right,sticker,1,5,R,R,1
54,3,three,1,stickerfirst,blue-right,sticker,1,6,L,R,0
54,3,three,1,stickerfirst,blue-right,sticker,1,7,L,L,1
54,3,three,1,stickerfirst,blue-right,sticker,1,8,R,L,0
55,4,four,2,penfirst,blue-right,pen,1,1,L,R,1
55,4,four,2,penfirst,blue-right,pen,1,2,R,L,1
55,4,four,2,penfirst,blue-right,pen,1,3,R,L,1
55,4,four,2,penfirst,blue-right,pen,1,4,L,R,1
55,4,four,2,penfirst,blue-right,pen,1,5,R,L,1
55,4,four,2,penfirst,blue-right,pen,1,6,L,R,1
55,4,four,2,penfirst,blue-right,pen,1,7,L,R,1
55,4,four,2,penfirst,blue-right,pen,1,8,R,L,1
55,4,four,2,penfirst,blue-right,sticker,2,1,R,R,1
55,4,four,2,penfirst,blue-right,sticker,2,2,L,L,1
55,4,four,2,penfirst,blue-right,sticker,2,3,L,L,1
55,4,four,2,penfirst,blue-right,sticker,2,4,R,R,1
55,4,four,2,penfirst,blue-right,sticker,2,5,R,R,1
55,4,four,2,penfirst,blue-right,sticker,2,6,L,L,1
55,4,four,2,penfirst,blue-right,sticker,2,7,R,R,1
55,4,four,2,penfirst,blue-right,sticker,2,8,L,L,1
56,3,three,2,stickerfirst,pink-right,pen,2,1,R,R,0
56,3,three,2,stickerfirst,pink-right,pen,2,2,L,R,1
56,3,three,2,stickerfirst,pink-right,pen,2,3,L,R,1
56,3,three,2,stickerfirst,pink-right,pen,2,4,R,R,0
56,3,three,2,stickerfirst,pink-right,pen,2,5,R,L,1
56,3,three,2,stickerfirst,pink-right,pen,2,6,L,R,1
56,3,three,2,stickerfirst,pink-right,pen,2,7,R,R,0
56,3,three,2,stickerfirst,pink-right,pen,2,8,L,L,0
56,3,three,2,stickerfirst,pink-right,sticker,1,1,L,L,1
56,3,three,2,stickerfirst,pink-right,sticker,1,2,R,L,0
56,3,three,2,stickerfirst,pink-right,sticker,1,3,R,R,1
56,3,three,2,stickerfirst,pink-right,sticker,1,4,L,R,0
56,3,three,2,stickerfirst,pink-right,sticker,1,5,R,R,1
56,3,three,2,stickerfirst,pink-right,sticker,1,6,L,L,1
56,3,three,2,stickerfirst,pink-right,sticker,1,7,L,L,1
56,3,three,2,stickerfirst,pink-right,sticker,1,8,R,R,1
57,5,five,1,stickerfirst,pink-right,pen,2,1,R,L,1
57,5,five,1,stickerfirst,pink-right,pen,2,2,L,R,1
57,5,five,1,stickerfirst,pink-right,pen,2,3,R,L,1
57,5,five,1,stickerfirst,pink-right,pen,2,4,L,R,1
57,5,five,1,stickerfirst,pink-right,pen,2,5,R,L,1
57,5,five,1,stickerfirst,pink-right,pen,2,6,L,R,1
57,5,five,1,stickerfirst,pink-right,pen,2,7,L,L,0
57,5,five,1,stickerfirst,pink-right,pen,2,8,R,R,1
57,5,five,1,stickerfirst,pink-right,sticker,1,1,L,L,1
57,5,five,1,stickerfirst,pink-right,sticker,1,2,L,L,1
57,5,five,1,stickerfirst,pink-right,sticker,1,3,R,R,1
57,5,five,1,stickerfirst,pink-right,sticker,1,4,L,L,1
57,5,five,1,stickerfirst,pink-right,sticker,1,5,R,R,1
57,5,five,1,stickerfirst,pink-right,sticker,1,6,R,L,0
57,5,five,1,stickerfirst,pink-right,sticker,1,7,L,L,1
57,5,five,1,stickerfirst,pink-right,sticker,1,8,R,R,1
58,4,four,1,stickerfirst,blue-right,pen,2,1,R,L,1
58,4,four,1,stickerfirst,blue-right,pen,2,2,L,R,1
58,4,four,1,stickerfirst,blue-right,pen,2,3,R,L,1
58,4,four,1,stickerfirst,blue-right,pen,2,4,L,L,0
58,4,four,1,stickerfirst,blue-right,pen,2,5,R,L,1
58,4,four,1,stickerfirst,blue-right,pen,2,6,L,R,1
58,4,four,1,stickerfirst,blue-right,pen,2,7,L,R,1
58,4,four,1,stickerfirst,blue-right,pen,2,8,R,L,1
58,4,four,1,stickerfirst,blue-right,sticker,1,1,L,L,1
58,4,four,1,stickerfirst,blue-right,sticker,1,2,L,R,0
58,4,four,1,stickerfirst,blue-right,sticker,1,3,R,R,1
58,4,four,1,stickerfirst,blue-right,sticker,1,4,L,L,1
58,4,four,1,stickerfirst,blue-right,sticker,1,5,R,R,1
58,4,four,1,stickerfirst,blue-right,sticker,1,6,R,R,1
58,4,four,1,stickerfirst,blue-right,sticker,1,7,L,L,1
58,4,four,1,stickerfirst,blue-right,sticker,1,8,R,R,1
59,4,four,2,penfirst,blue-right,pen,1,1,L,L,0
59,4,four,2,penfirst,blue-right,pen,1,2,R,L,1
59,4,four,2,penfirst,blue-right,pen,1,3,R,R,0
59,4,four,2,penfirst,blue-right,pen,1,4,L,L,0
59,4,four,2,penfirst,blue-right,pen,1,5,L,R,1
59,4,four,2,penfirst,blue-right,pen,1,6,L,R,1
59,4,four,2,penfirst,blue-right,pen,1,7,R,L,1
59,4,four,2,penfirst,blue-right,pen,1,8,R,R,0
59,4,four,2,penfirst,blue-right,sticker,2,1,R,R,1
59,4,four,2,penfirst,blue-right,sticker,2,2,L,L,1
59,4,four,2,penfirst,blue-right,sticker,2,3,L,R,0
59,4,four,2,penfirst,blue-right,sticker,2,4,R,R,1
59,4,four,2,penfirst,blue-right,sticker,2,5,R,L,0
59,4,four,2,penfirst,blue-right,sticker,2,6,L,R,0
59,4,four,2,penfirst,blue-right,sticker,2,7,R,L,0
59,4,four,2,penfirst,blue-right,sticker,2,8,L,L,1
60,4,four,1,penfirst,blue-right,pen,1,1,L,L,0
60,4,four,1,penfirst,blue-right,pen,1,2,L,R,1
60,4,four,1,penfirst,blue-right,pen,1,3,R,L,1
60,4,four,1,penfirst,blue-right,pen,1,4,L,R,1
60,4,four,1,penfirst,blue-right,pen,1,5,R,L,1
60,4,four,1,penfirst,blue-right,pen,1,6,R,L,1
60,4,four,1,penfirst,blue-right,pen,1,7,L,R,1
60,4,four,1,penfirst,blue-right,pen,1,8,R,L,1
60,4,four,1,penfirst,blue-right,sticker,2,1,R,L,0
60,4,four,1,penfirst,blue-right,sticker,2,2,L,R,0
60,4,four,1,penfirst,blue-right,sticker,2,3,R,R,1
60,4,four,1,penfirst,blue-right,sticker,2,4,R,R,1
60,4,four,1,penfirst,blue-right,sticker,2,5,L,L,1
60,4,four,1,penfirst,blue-right,sticker,2,6,R,L,0
60,4,four,1,penfirst,blue-right,sticker,2,7,L,L,1
60,4,four,1,penfirst,blue-right,sticker,2,8,R,L,0
62,3,three,1,stickerfirst,blue-right,pen,2,1,R,L,1
62,3,three,1,stickerfirst,blue-right,pen,2,2,L,L,0
62,3,three,1,stickerfirst,blue-right,pen,2,3,R,L,1
62,3,three,1,stickerfirst,blue-right,pen,2,4,L,L,0
62,3,three,1,stickerfirst,blue-right,pen,2,5,R,L,1
62,3,three,1,stickerfirst,blue-right,pen,2,6,L,L,0
62,3,three,1,stickerfirst,blue-right,pen,2,7,L,L,0
62,3,three,1,stickerfirst,blue-right,pen,2,8,R,R,0
62,3,three,1,stickerfirst,blue-right,sticker,1,1,L,L,1
62,3,three,1,stickerfirst,blue-right,sticker,1,2,L,R,0
62,3,three,1,stickerfirst,blue-right,sticker,1,3,R,R,1
62,3,three,1,stickerfirst,blue-right,sticker,1,4,L,L,1
62,3,three,1,stickerfirst,blue-right,sticker,1,5,R,R,1
62,3,three,1,stickerfirst,blue-right,sticker,1,6,R,L,0
62,3,three,1,stickerfirst,blue-right,sticker,1,7,L,L,1
62,3,three,1,stickerfirst,blue-right,sticker,1,8,R,R,1
63,4,four,1,penfirst,pink-right,pen,1,1,L,R,1
63,4,four,1,penfirst,pink-right,pen,1,2,L,L,0
63,4,four,1,penfirst,pink-right,pen,1,3,R,L,1
63,4,four,1,penfirst,pink-right,pen,1,4,L,R,1
63,4,four,1,penfirst,pink-right,pen,1,5,R,L,1
63,4,four,1,penfirst,pink-right,pen,1,6,R,R,0
63,4,four,1,penfirst,pink-right,pen,1,7,L,R,1
63,4,four,1,penfirst,pink-right,pen,1,8,R,R,0
63,4,four,1,penfirst,pink-right,sticker,2,1,R,R,1
63,4,four,1,penfirst,pink-right,sticker,2,2,L,L,1
63,4,four,1,penfirst,pink-right,sticker,2,3,R,R,1
63,4,four,1,penfirst,pink-right,sticker,2,4,L,L,1
63,4,four,1,penfirst,pink-right,sticker,2,5,R,L,0
63,4,four,1,penfirst,pink-right,sticker,2,6,L,L,1
63,4,four,1,penfirst,pink-right,sticker,2,7,L,L,1
63,4,four,1,penfirst,pink-right,sticker,2,8,R,R,1
64,5,five,2,stickerfirst,blue-right,pen,2,1,R,R,0
64,5,five,2,stickerfirst,blue-right,pen,2,2,L,L,0
64,5,five,2,stickerfirst,blue-right,pen,2,3,R,L,1
64,5,five,2,stickerfirst,blue-right,pen,2,4,L,R,1
64,5,five,2,stickerfirst,blue-right,pen,2,5,R,L,1
64,5,five,2,stickerfirst,blue-right,pen,2,6,L,R,1
64,5,five,2,stickerfirst,blue-right,pen,2,7,L,R,1
64,5,five,2,stickerfirst,blue-right,pen,2,8,R,L,1
64,5,five,2,stickerfirst,blue-right,sticker,1,1,L,R,0
64,5,five,2,stickerfirst,blue-right,sticker,1,2,L,L,1
64,5,five,2,stickerfirst,blue-right,sticker,1,3,R,R,1
64,5,five,2,stickerfirst,blue-right,sticker,1,4,L,L,1
64,5,five,2,stickerfirst,blue-right,sticker,1,5,R,R,1
64,5,five,2,stickerfirst,blue-right,sticker,1,6,R,R,1
64,5,five,2,stickerfirst,blue-right,sticker,1,7,L,L,1
64,5,five,2,stickerfirst,blue-right,sticker,1,8,R,R,1
65,5,five,2,penfirst,blue-right,pen,1,1,L,R,1
65,5,five,2,penfirst,blue-right,pen,1,2,L,R,1
65,5,five,2,penfirst,blue-right,pen,1,3,R,L,1
65,5,five,2,penfirst,blue-right,pen,1,4,L,R,1
65,5,five,2,penfirst,blue-right,pen,1,5,R,L,1
65,5,five,2,penfirst,blue-right,pen,1,6,R,L,1
65,5,five,2,penfirst,blue-right,pen,1,7,L,R,1
65,5,five,2,penfirst,blue-right,pen,1,8,R,R,1
65,5,five,2,penfirst,blue-right,sticker,2,1,R,L,1
65,5,five,2,penfirst,blue-right,sticker,2,2,L,L,1
65,5,five,2,penfirst,blue-right,sticker,2,3,R,R,1
65,5,five,2,penfirst,blue-right,sticker,2,4,L,L,1
65,5,five,2,penfirst,blue-right,sticker,2,5,R,R,1
65,5,five,2,penfirst,blue-right,sticker,2,6,L,L,1
65,5,five,2,penfirst,blue-right,sticker,2,7,L,L,1
65,5,five,2,penfirst,blue-right,sticker,2,8,R,R,1
66,5,five,2,stickerfirst,pink-right,pen,2,1,R,R,0
66,5,five,2,stickerfirst,pink-right,pen,2,2,L,L,0
66,5,five,2,stickerfirst,pink-right,pen,2,3,L,R,1
66,5,five,2,stickerfirst,pink-right,pen,2,4,R,R,0
66,5,five,2,stickerfirst,pink-right,pen,2,5,R,L,1
66,5,five,2,stickerfirst,pink-right,pen,2,6,L,R,1
66,5,five,2,stickerfirst,pink-right,pen,2,7,R,R,0
66,5,five,2,stickerfirst,pink-right,pen,2,8,L,R,1
66,5,five,2,stickerfirst,pink-right,sticker,1,1,L,R,0
66,5,five,2,stickerfirst,pink-right,sticker,1,2,R,R,1
66,5,five,2,stickerfirst,pink-right,sticker,1,3,R,L,0
66,5,five,2,stickerfirst,pink-right,sticker,1,4,L,R,0
66,5,five,2,stickerfirst,pink-right,sticker,1,5,R,L,0
66,5,five,2,stickerfirst,pink-right,sticker,1,6,L,R,0
66,5,five,2,stickerfirst,pink-right,sticker,1,7,L,L,1
66,5,five,2,stickerfirst,pink-right,sticker,1,8,R,L,0
67,3,three,2,stickerfirst,pink-right,pen,2,1,R,R,0
67,3,three,2,stickerfirst,pink-right,pen,2,2,L,R,1
67,3,three,2,stickerfirst,pink-right,pen,2,3,R,R,0
67,3,three,2,stickerfirst,pink-right,pen,2,4,L,R,1
67,3,three,2,stickerfirst,pink-right,pen,2,5,R,R,0
67,3,three,2,stickerfirst,pink-right,pen,2,6,L,R,1
67,3,three,2,stickerfirst,pink-right,pen,2,7,L,R,1
67,3,three,2,stickerfirst,pink-right,pen,2,8,R,R,0
67,3,three,2,stickerfirst,pink-right,sticker,1,1,L,L,1
67,3,three,2,stickerfirst,pink-right,sticker,1,2,L,R,0
67,3,three,2,stickerfirst,pink-right,sticker,1,3,R,R,1
67,3,three,2,stickerfirst,pink-right,sticker,1,4,L,R,0
67,3,three,2,stickerfirst,pink-right,sticker,1,5,R,R,1
67,3,three,2,stickerfirst,pink-right,sticker,1,6,R,R,1
67,3,three,2,stickerfirst,pink-right,sticker,1,7,L,R,0
67,3,three,2,stickerfirst,pink-right,sticker,1,8,R,R,1
69,4,four,1,penfirst,pink-right,pen,1,1,L,R,1
69,4,four,1,penfirst,pink-right,pen,1,2,L,R,1
69,4,four,1,penfirst,pink-right,pen,1,3,R,L,1
69,4,four,1,penfirst,pink-right,pen,1,4,L,R,1
69,4,four,1,penfirst,pink-right,pen,1,5,R,L,1
69,4,four,1,penfirst,pink-right,pen,1,6,R,L,1
69,4,four,1,penfirst,pink-right,pen,1,7,L,R,1
69,4,four,1,penfirst,pink-right,pen,1,8,R,L,1
69,4,four,1,penfirst,pink-right,sticker,2,1,R,R,1
69,4,four,1,penfirst,pink-right,sticker,2,2,L,L,1
69,4,four,1,penfirst,pink-right,sticker,2,3,R,R,1
69,4,four,1,penfirst,pink-right,sticker,2,4,L,L,1
69,4,four,1,penfirst,pink-right,sticker,2,5,R,R,1
69,4,four,1,penfirst,pink-right,sticker,2,6,L,L,1
69,4,four,1,penfirst,pink-right,sticker,2,7,L,R,0
69,4,four,1,penfirst,pink-right,sticker,2,8,R,R,1
70,3,three,2,stickerfirst,pink-right,pen,2,1,R,L,1
70,3,three,2,stickerfirst,pink-right,pen,2,2,L,L,0
70,3,three,2,stickerfirst,pink-right,pen,2,3,L,L,0
70,3,three,2,stickerfirst,pink-right,pen,2,4,R,R,0
70,3,three,2,stickerfirst,pink-right,pen,2,5,R,L,1
70,3,three,2,stickerfirst,pink-right,pen,2,6,L,L,0
70,3,three,2,stickerfirst,pink-right,pen,2,7,R,L,1
70,3,three,2,stickerfirst,pink-right,pen,2,8,L,L,0
70,3,three,2,stickerfirst,pink-right,sticker,1,1,L,L,1
70,3,three,2,stickerfirst,pink-right,sticker,1,2,R,R,1
70,3,three,2,stickerfirst,pink-right,sticker,1,3,R,L,0
70,3,three,2,stickerfirst,pink-right,sticker,1,4,L,L,1
70,3,three,2,stickerfirst,pink-right,sticker,1,5,R,R,1
70,3,three,2,stickerfirst,pink-right,sticker,1,6,L,R,0
70,3,three,2,stickerfirst,pink-right,sticker,1,7,L,L,1
70,3,three,2,stickerfirst,pink-right,sticker,1,8,R,R,1
72,4,four,2,stickerfirst,pink-right,pen,2,1,R,L,1
72,4,four,2,stickerfirst,pink-right,pen,2,2,L,R,1
72,4,four,2,stickerfirst,pink-right,pen,2,3,L,R,1
72,4,four,2,stickerfirst,pink-right,pen,2,4,R,L,1
72,4,four,2,stickerfirst,pink-right,pen,2,5,R,L,1
72,4,four,2,stickerfirst,pink-right,pen,2,6,L,L,0
72,4,four,2,stickerfirst,pink-right,pen,2,7,R,L,1
72,4,four,2,stickerfirst,pink-right,pen,2,8,L,R,1
72,4,four,2,stickerfirst,pink-right,sticker,1,1,L,L,1
72,4,four,2,stickerfirst,pink-right,sticker,1,2,R,R,1
72,4,four,2,stickerfirst,pink-right,sticker,1,3,R,R,1
72,4,four,2,stickerfirst,pink-right,sticker,1,4,L,L,1
72,4,four,2,stickerfirst,pink-right,sticker,1,5,R,R,1
72,4,four,2,stickerfirst,pink-right,sticker,1,6,L,L,1
72,4,four,2,stickerfirst,pink-right,sticker,1,7,L,L,1
72,4,four,2,stickerfirst,pink-right,sticker,1,8,R,R,1
73,4,four,1,stickerfirst,pink-right,pen,2,1,R,R,0
73,4,four,1,stickerfirst,pink-right,pen,2,2,L,L,0
73,4,four,1,stickerfirst,pink-right,pen,2,3,L,L,0
73,4,four,1,stickerfirst,pink-right,pen,2,4,R,L,1
73,4,four,1,stickerfirst,pink-right,pen,2,5,R,L,1
73,4,four,1,stickerfirst,pink-right,pen,2,6,L,L,0
73,4,four,1,stickerfirst,pink-right,pen,2,7,R,L,1
73,4,four,1,stickerfirst,pink-right,pen,2,8,L,R,1
73,4,four,1,stickerfirst,pink-right,sticker,1,1,L,L,1
73,4,four,1,stickerfirst,pink-right,sticker,1,2,R,R,1
73,4,four,1,stickerfirst,pink-right,sticker,1,3,R,R,1
73,4,four,1,stickerfirst,pink-right,sticker,1,4,L,L,1
73,4,four,1,stickerfirst,pink-right,sticker,1,5,R,R,1
73,4,four,1,stickerfirst,pink-right,sticker,1,6,L,L,1
73,4,four,1,stickerfirst,pink-right,sticker,1,7,L,L,1
73,4,four,1,stickerfirst,pink-right,sticker,1,8,R,L,0
75,3,three,2,penfirst,blue-right,pen,1,1,L,L,0
75,3,three,2,penfirst,blue-right,pen,1,2,R,L,1
75,3,three,2,penfirst,blue-right,pen,1,3,R,L,1
75,3,three,2,penfirst,blue-right,pen,1,4,L,L,0
75,3,three,2,penfirst,blue-right,pen,1,5,R,L,1
75,3,three,2,penfirst,blue-right,pen,1,6,L,L,0
75,3,three,2,penfirst,blue-right,pen,1,7,L,L,0
75,3,three,2,penfirst,blue-right,pen,1,8,R,L,1
75,3,three,2,penfirst,blue-right,sticker,2,1,R,L,0
75,3,three,2,penfirst,blue-right,sticker,2,2,L,L,1
75,3,three,2,penfirst,blue-right,sticker,2,3,L,R,0
75,3,three,2,penfirst,blue-right,sticker,2,4,R,L,0
75,3,three,2,penfirst,blue-right,sticker,2,5,R,R,1
75,3,three,2,penfirst,blue-right,sticker,2,6,L,L,1
75,3,three,2,penfirst,blue-right,sticker,2,7,R,L,0
75,3,three,2,penfirst,blue-right,sticker,2,8,L,R,0
76,3,three,1,penfirst,pink-right,pen,1,1,L,L,0
76,3,three,1,penfirst,pink-right,pen,1,2,R,R,0
76,3,three,1,penfirst,pink-right,pen,1,3,R,L,1
76,3,three,1,penfirst,pink-right,pen,1,4,L,L,0
76,3,three,1,penfirst,pink-right,pen,1,5,R,L,1
76,3,three,1,penfirst,pink-right,pen,1,6,L,L,0
76,3,three,1,penfirst,pink-right,pen,1,7,L,R,1
76,3,three,1,penfirst,pink-right,pen,1,8,R,R,0
76,3,three,1,penfirst,pink-right,sticker,2,1,R,L,0
76,3,three,1,penfirst,pink-right,sticker,2,2,L,R,0
76,3,three,1,penfirst,pink-right,sticker,2,3,L,L,1
76,3,three,1,penfirst,pink-right,sticker,2,4,R,L,0
76,3,three,1,penfirst,pink-right,sticker,2,5,R,R,1
76,3,three,1,penfirst,pink-right,sticker,2,6,L,L,1
76,3,three,1,penfirst,pink-right,sticker,2,7,R,R,1
76,3,three,1,penfirst,pink-right,sticker,2,8,L,R,0
77,3,three,1,penfirst,blue-right,pen,1,1,L,L,0
77,3,three,1,penfirst,blue-right,pen,1,2,L,R,1
77,3,three,1,penfirst,blue-right,pen,1,3,R,L,1
77,3,three,1,penfirst,blue-right,pen,1,4,L,R,1
77,3,three,1,penfirst,blue-right,pen,1,5,R,R,0
77,3,three,1,penfirst,blue-right,pen,1,6,R,R,0
77,3,three,1,penfirst,blue-right,pen,1,7,L,L,0
77,3,three,1,penfirst,blue-right,pen,1,8,R,L,1
77,3,three,1,penfirst,blue-right,sticker,2,1,R,L,0
77,3,three,1,penfirst,blue-right,sticker,2,2,L,L,1
77,3,three,1,penfirst,blue-right,sticker,2,3,R,R,1
77,3,three,1,penfirst,blue-right,sticker,2,4,L,L,1
77,3,three,1,penfirst,blue-right,sticker,2,5,R,L,0
77,3,three,1,penfirst,blue-right,sticker,2,6,L,L,1
77,3,three,1,penfirst,blue-right,sticker,2,7,L,R,0
77,3,three,1,penfirst,blue-right,sticker,2,8,R,L,0
78,4,four,1,stickerfirst,blue-right,pen,2,1,R,R,0
78,4,four,1,stickerfirst,blue-right,pen,2,2,L,L,0
78,4,four,1,stickerfirst,blue-right,pen,2,3,R,R,0
78,4,four,1,stickerfirst,blue-right,pen,2,4,L,L,0
78,4,four,1,stickerfirst,blue-right,pen,2,5,R,L,1
78,4,four,1,stickerfirst,blue-right,pen,2,6,L,R,1
78,4,four,1,stickerfirst,blue-right,pen,2,7,L,R,1
78,4,four,1,stickerfirst,blue-right,pen,2,8,R,R,0
78,4,four,1,stickerfirst,blue-right,sticker,1,1,L,R,0
78,4,four,1,stickerfirst,blue-right,sticker,1,2,L,L,1
78,4,four,1,stickerfirst,blue-right,sticker,1,3,R,R,1
78,4,four,1,stickerfirst,blue-right,sticker,1,4,L,L,1
78,4,four,1,stickerfirst,blue-right,sticker,1,5,R,L,0
78,4,four,1,stickerfirst,blue-right,sticker,1,6,R,L,0
78,4,four,1,stickerfirst,blue-right,sticker,1,7,L,R,0
78,4,four,1,stickerfirst,blue-right,sticker,1,8,R,L,0
80,4,four,1,stickerfirst,blue-right,pen,2,1,R,L,1
80,4,four,1,stickerfirst,blue-right,pen,2,2,L,R,1
80,4,four,1,stickerfirst,blue-right,pen,2,3,L,R,1
80,4,four,1,stickerfirst,blue-right,pen,2,4,R,L,1
80,4,four,1,stickerfirst,blue-right,pen,2,5,R,L,1
80,4,four,1,stickerfirst,blue-right,pen,2,6,L,R,1
80,4,four,1,stickerfirst,blue-right,pen,2,7,R,L,1
80,4,four,1,stickerfirst,blue-right,pen,2,8,L,R,1
80,4,four,1,stickerfirst,blue-right,sticker,1,1,L,L,1
80,4,four,1,stickerfirst,blue-right,sticker,1,2,R,R,1
80,4,four,1,stickerfirst,blue-right,sticker,1,3,R,R,1
80,4,four,1,stickerfirst,blue-right,sticker,1,4,L,L,1
80,4,four,1,stickerfirst,blue-right,sticker,1,5,R,R,1
80,4,four,1,stickerfirst,blue-right,sticker,1,6,L,L,1
80,4,four,1,stickerfirst,blue-right,sticker,1,7,L,L,1
80,4,four,1,stickerfirst,blue-right,sticker,1,8,R,R,1
82,4,four,1,stickerfirst,pink-right,pen,2,1,R,L,1
82,4,four,1,stickerfirst,pink-right,pen,2,2,L,R,1
82,4,four,1,stickerfirst,pink-right,pen,2,3,R,L,1
82,4,four,1,stickerfirst,pink-right,pen,2,4,L,R,1
82,4,four,1,stickerfirst,pink-right,pen,2,5,R,R,0
82,4,four,1,stickerfirst,pink-right,pen,2,6,L,L,0
82,4,four,1,stickerfirst,pink-right,pen,2,7,L,L,0
82,4,four,1,stickerfirst,pink-right,pen,2,8,R,L,1
82,4,four,1,stickerfirst,pink-right,sticker,1,1,L,R,0
82,4,four,1,stickerfirst,pink-right,sticker,1,2,L,L,1
82,4,four,1,stickerfirst,pink-right,sticker,1,3,R,L,0
82,4,four,1,stickerfirst,pink-right,sticker,1,4,L,L,1
82,4,four,1,stickerfirst,pink-right,sticker,1,5,R,R,1
82,4,four,1,stickerfirst,pink-right,sticker,1,6,R,L,0
82,4,four,1,stickerfirst,pink-right,sticker,1,7,L,R,0
82,4,four,1,stickerfirst,pink-right,sticker,1,8,R,L,0
83,4,four,2,penfirst,blue-right,pen,1,1,L,R,1
83,4,four,2,penfirst,blue-right,pen,1,2,R,L,1
83,4,four,2,penfirst,blue-right,pen,1,3,R,L,1
83,4,four,2,penfirst,blue-right,pen,1,4,L,R,1
83,4,four,2,penfirst,blue-right,pen,1,5,R,L,1
83,4,four,2,penfirst,blue-right,pen,1,6,L,R,1
83,4,four,2,penfirst,blue-right,pen,1,7,L,L,0
83,4,four,2,penfirst,blue-right,pen,1,8,R,L,1
83,4,four,2,penfirst,blue-right,sticker,2,1,R,L,0
83,4,four,2,penfirst,blue-right,sticker,2,2,L,L,1
83,4,four,2,penfirst,blue-right,sticker,2,3,L,R,0
83,4,four,2,penfirst,blue-right,sticker,2,4,R,R,1
83,4,four,2,penfirst,blue-right,sticker,2,5,R,R,1
83,4,four,2,penfirst,blue-right,sticker,2,6,L,L,1
83,4,four,2,penfirst,blue-right,sticker,2,7,R,R,1
83,4,four,2,penfirst,blue-right,sticker,2,8,L,L,1
84,4,four,2,penfirst,blue-right,pen,1,1,L,R,1
84,4,four,2,penfirst,blue-right,pen,1,2,R,L,1
84,4,four,2,penfirst,blue-right,pen,1,3,R,L,1
84,4,four,2,penfirst,blue-right,pen,1,4,L,R,1
84,4,four,2,penfirst,blue-right,pen,1,5,R,L,1
84,4,four,2,penfirst,blue-right,pen,1,6,L,R,1
84,4,four,2,penfirst,blue-right,pen,1,7,L,R,1
84,4,four,2,penfirst,blue-right,pen,1,8,R,L,1
84,4,four,2,penfirst,blue-right,sticker,2,1,R,R,1
84,4,four,2,penfirst,blue-right,sticker,2,2,L,L,1
84,4,four,2,penfirst,blue-right,sticker,2,3,L,L,1
84,4,four,2,penfirst,blue-right,sticker,2,4,R,R,1
84,4,four,2,penfirst,blue-right,sticker,2,5,R,R,1
84,4,four,2,penfirst,blue-right,sticker,2,6,L,L,1
84,4,four,2,penfirst,blue-right,sticker,2,7,R,R,1
84,4,four,2,penfirst,blue-right,sticker,2,8,L,L,1
85,5,five,1,penfirst,pink-right,pen,1,1,L,R,1
85,5,five,1,penfirst,pink-right,pen,1,2,R,L,1
85,5,five,1,penfirst,pink-right,pen,1,3,R,R,0
85,5,five,1,penfirst,pink-right,pen,1,4,L,R,1
85,5,five,1,penfirst,pink-right,pen,1,5,R,L,1
85,5,five,1,penfirst,pink-right,pen,1,6,L,R,1
85,5,five,1,penfirst,pink-right,pen,1,7,L,L,0
85,5,five,1,penfirst,pink-right,pen,1,8,R,L,1
85,5,five,1,penfirst,pink-right,sticker,2,1,R,R,1
85,5,five,1,penfirst,pink-right,sticker,2,2,L,L,1
85,5,five,1,penfirst,pink-right,sticker,2,3,L,R,0
85,5,five,1,penfirst,pink-right,sticker,2,4,R,R,1
85,5,five,1,penfirst,pink-right,sticker,2,5,R,L,0
85,5,five,1,penfirst,pink-right,sticker,2,6,L,L,1
